Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
165564.0,-2.51838831749902,2.24156963542875,-0.817257543782626,-0.961879565952876,-1.61434641343136,-0.463190451667574,-1.53101037492437,2.23011348593666,0.255317371225344,-1.28914106093138,-1.87524281008936,0.496465091223719,-0.373000128672731,1.29967902156233,0.269708025587371,0.877681270472854,0.195754203826054,0.157074999541893,-0.160513448978396,-0.484831709057765,-0.0009239692209517,-0.656607064993665,0.276784917408631,0.600213054517654,-0.0277882669444164,-0.303201480275553,-0.661975952120783,-0.182133237459529,7.7,0
31026.0,-2.31795276340936,-0.691477430617915,1.26516074922162,-0.376933144854162,2.5736240703941,-1.27685999065991,-0.633666881491718,0.205119263318313,-0.307738719528235,-0.290069672100741,0.318237684158072,0.0633328234638329,-0.305044625377665,-0.237444694723875,0.103764211602351,1.19581275471876,-0.857955704284702,0.680252741820873,0.108560319886128,-0.225508853776887,-0.398601676359081,-1.05831540132807,-0.618345348164666,-0.861631859462605,0.328694214986755,0.0922339382188919,0.36745331827737,0.0063342814427862,0.89,0
148638.0,1.95650823443341,-0.221092140052063,-1.28651827081971,0.284295143254195,0.150715358137565,-0.571790730316532,0.185948346425715,-0.192912733291399,0.251571304498957,0.183335895495769,0.725574830829236,1.35931068721345,0.550683747787313,0.319942822605562,-0.912300332053074,-0.0511059079378428,-0.532621618622162,-0.444534040388833,0.531022205864736,-0.0962493542136538,-0.182728204166146,-0.440893379964637,0.195414691943576,-0.362790729916856,-0.190311093365106,0.276029474843782,-0.0780309390891951,-0.0691324486443888,42.82,0
47594.0,1.21089177406999,-0.230187606303352,1.02223087167675,0.757508155977141,-0.915705147671726,-0.0409725532467725,-0.67690881809548,0.141155350608597,1.06718892586548,-0.220642739470824,-1.29281476183575,-0.0823463104543108,-0.544390071799771,-0.301514021755467,0.309967100926316,0.33965855922853,-0.316270380947914,0.0094986314469763,0.150784848012872,-0.122979085555198,-0.130636225558026,-0.217650635637895,-0.0247517452025385,-0.0972248766760459,0.296784647116396,0.349908012323956,0.0114181788016558,0.0211504247889668,11.5,0
78932.0,-0.558764142335742,0.539679666368195,0.915899032750475,0.829541549216272,0.544539625863586,0.0893139263612715,1.06447156634117,-0.0802691044365614,-0.827316986514665,-0.383336029576117,-0.601128846512201,0.350984580092118,1.22910141829128,0.143451639329792,1.19682289587559,-0.49398091169935,-0.173335213859093,-0.24392411278658,0.240409647797418,0.373234297099084,0.252158540399901,0.594792232720405,0.107893775532825,-0.431874927558098,-0.162623034358799,-0.279629534938928,0.147060653238308,0.170796040188748,127.63,0
54265.0,-0.310287113807704,0.759246902871054,1.19411055136998,0.31323759838261,0.0997380388226554,-0.73797162320722,0.781616940269551,-0.128287817240925,-0.714596303928962,-0.329174848006317,0.117773770873079,-0.020650608328119,-0.148822355921167,0.463178033565832,1.38948272386311,-0.896690642718838,0.525992031458353,-0.76320836485081,0.65330457160638,0.104759280121615,0.121471431097257,0.366623106149511,-0.0076165620284358,0.453175482079579,-0.453932381176932,0.672150827937032,0.0896449592426847,0.137652940980177,27.83,0
45633.0,-0.360614740047901,0.997909063020106,1.15683314391081,-0.120812398117519,0.153518511957083,-0.497436075163612,0.528644454633137,0.154854511513974,-0.472534294820348,-0.310722566311845,1.01424391469613,-0.0589802911666995,-0.963240939826855,-0.0427467918510571,0.332905885228556,0.723835947690415,-0.301219554976281,0.592697919901022,0.329300720449513,0.0665138720929854,-0.246134916705967,-0.723362885286367,-0.0567349450599828,-0.0768089417768891,-0.182873624208243,0.078313674637116,0.234741559211775,0.0824748765930801,2.58,0
80775.0,-0.669467956656293,1.25275345973887,2.07626403029951,1.13845200140343,0.948353272700164,0.0300553948082424,1.141969080157,-0.165735034580736,-1.20186726267312,0.108267756109319,-1.3768405966934,-0.808011847734977,-0.0819167353085851,-0.0943706226510035,0.100197670357092,1.07780962553227,-1.25346588419429,-0.11316928486361,-1.06355517463565,-0.0276201765576458,-0.301103248991646,-0.892535022493031,-0.301610870401221,-0.527813503075655,0.336364539870422,-0.321672235604453,-0.157130554546384,-0.160555808632934,7.99,0
84685.0,-0.414345061755443,1.07708358225183,1.39229027384385,0.0921387767632262,0.0281386749675248,-0.686451863014405,0.666329076051447,0.043844864899925,-0.418669385205525,-0.56164624843847,0.29494265614216,0.0914945621848125,0.0046061011188587,-0.373552633310973,1.12625092450072,-0.0016903358391695,0.406813081665666,-0.686828545901295,-0.573766960428519,0.0823177449223258,-0.211645438698006,-0.517959820453948,0.070171973200495,0.347124708395998,-0.275667401465886,0.0812837064049954,0.260170305338424,0.0984784856307321,9.99,0
73530.0,-0.0993143316224731,-0.111558572956734,2.307856922607,-0.623782809825012,-1.21087939721042,-0.176795579106872,-0.564977502081251,0.078973400643538,-0.751899272285998,0.157956158511319,-0.578850965778775,-0.213828616579779,1.03529915505774,-1.06631805988471,0.007238869909654,0.651363859051254,0.681777148243596,-1.16234740282854,1.45450631469888,0.2981355971222,0.199320460213085,0.680551106150639,-0.127129036964174,0.452091983846293,0.0157852939407432,-0.116559955025909,0.0676295206551805,0.0096025648608636,19.95,0
147435.0,-0.529196587319183,0.77045299917083,-0.653286384983126,-1.1465143203694,1.74455358046564,-1.3217034403483,1.852077005597,-0.331520246032678,-0.851388150969949,-0.733354702118532,0.183701715899044,-0.183899113933737,-1.65176529326654,1.21238714472553,-1.35004109420777,-0.576288648595906,-0.618458488899968,0.248053982277892,-0.200150287752609,-0.21382140902709,0.419494464132832,1.12557889882258,-0.597891995146285,-0.356770178233114,0.846133270858924,0.0209918614212217,0.0174385060823743,0.0950905881230964,25.44,0
61530.0,1.42957934407683,-0.223586769448654,-0.044084745637793,-0.588520361468678,-0.730249138710223,-1.57141833465085,0.0219041921080468,-0.468108696409964,-1.27523885457452,0.667270783648428,0.175709612041746,-0.156707303181316,0.724890701733972,0.0019183797298252,0.326282116318688,0.600447509281335,0.48812458539819,-1.78906719360913,0.508594425162242,0.093734823266317,0.218347179854975,0.599123519613017,-0.130130803488163,0.78512257188507,0.772736364510816,-0.107631721852252,-0.0238221158104278,0.0064659353060334,12.0,0
53563.0,0.424246414235939,-1.31178802748377,1.19470253330468,1.68807191579663,-1.08196987783312,1.5547760642124,-0.708797615626494,0.601578265987729,1.10261005389893,-0.323881955569475,0.868515973907701,1.20380943035808,-0.793207001930463,-0.325754472242915,-0.988693991922034,-0.602860893379713,0.44206628244561,-0.47832139499076,-0.507776720215755,0.344313882465016,0.186427935123164,0.25699929487593,-0.247799386401131,-0.256133942972622,0.186530558052123,-0.302510932023984,0.0614014024469145,0.0705957504709069,300.0,0
132450.0,-1.44091559621675,1.88802776727156,-0.219539753205682,-0.967658851838667,0.412735394879499,-1.09332250004565,1.25580082681841,-0.425659504695034,1.19446191212228,1.8113670228912,-0.403403473778178,0.758692250184135,1.21824789922821,-0.857703458786062,-0.338890957696081,-0.452756805722584,-0.619517309905719,-1.13298743448428,-0.335752123495632,0.874756791250666,-0.545724617903566,-0.519601728856114,0.0195732174873008,-0.0053082060975147,-0.217026703284955,0.0833453667509507,0.283326854964337,-0.254104649685266,9.86,0
70443.0,-0.770768256208152,1.24138931547334,1.21553287686423,-0.242778937695435,0.225981316634102,-0.202038892234207,0.659032229158512,0.0679316871867306,0.0127073753014262,0.467163310269009,1.67847271480468,0.111048604866249,-0.972020436404127,-0.363373201266518,0.609934997394544,0.207473044517704,-0.0316135362855132,-0.033665562348376,-0.209367475371152,0.356657044695097,-0.307989058341209,-0.55795751759504,-0.0041268871275269,-0.0673568881737352,-0.219449167854601,0.068299396669571,0.301449342559914,-0.0215224348868576,4.85,0
39016.0,1.02290717502741,0.584385516856081,0.144635938311888,2.3424365986434,0.88486470713346,1.00917860483775,0.259434292668184,0.275281362093059,-1.1470960761807,0.536015565811252,0.777315377605654,0.546028441992178,0.176761279159005,0.590486955100996,1.23285781329768,-1.04928747232608,0.826375051241693,-2.59553588984366,-2.56309642521843,-0.294636978195532,0.129095158900099,0.522925246519789,0.060475339583744,-0.628077485047927,0.383787482035436,0.176147753771129,0.0347433451905366,-0.000956476692312,1.42,0
40328.0,1.09669507963671,-0.180127640234009,1.18084805256043,1.20000894380475,-0.9385813253398,0.0014154010676339,-0.694781805061412,0.132342414269395,0.712641270401419,-0.0190766853685134,-0.986491908811838,-0.144438273105249,0.0565816563012017,-0.132631381753547,1.61296915811823,0.968846024137791,-0.945381494834067,0.798837480494941,-0.670137091529402,-0.0064313990220103,0.246465188327378,0.646955474162506,-0.170265746879606,-0.112607968719602,0.401198856890262,-0.21186262204263,0.063515474932151,0.0467583585816966,58.33,0
165441.0,2.02115323854233,-0.0403638630603132,-1.35684428651555,0.168123967969599,0.254968113845799,-0.707044730291075,0.172468647341621,-0.2614075977329,0.227476984718605,0.134632962465072,0.944873085882413,1.49018513757478,1.1627208899238,0.420848175396883,0.0249346574747437,0.0032736266937853,-0.89795367596605,0.356822956229701,0.0753457092528939,-0.135120879963639,0.314930064266449,1.08064899848238,-0.0694657048720387,-0.326187931785839,0.286157088812907,-0.100729868473352,-0.0120425045437844,-0.0672611910420383,12.5,0
121443.0,2.05703388073288,-0.0564491663709322,-1.88646239009823,0.232689886936541,0.470367897592967,-0.388051332784072,-0.0688730694942019,0.0551954296461222,0.580967077306501,-0.146682988808629,0.428280051654349,-0.416517244941796,-2.0701629564028,-0.249421296398903,-0.235044066519336,0.72353862303736,0.204858700429623,0.572032786248392,0.500570500667821,-0.267677963437509,-0.362239010693347,-1.07599427968302,0.305367185993275,0.0417218719883947,-0.308950075091336,0.184947136575299,-0.080894526011825,-0.0490109336383031,1.98,0
148090.0,-0.805818208712629,0.762959326852058,1.02322564824774,1.05216852945144,0.466783896255631,-0.432760126249753,0.693702959147288,-0.208507266722664,-0.103265416561935,0.0375806180252121,-0.874638982683972,0.294697855611362,0.359925132097997,-0.0613661611278715,0.228644425053959,-0.4994821372105,-0.132468376098311,-0.537424518170497,0.861293151728856,-0.318550931767313,-0.369825364776577,-0.802975404526285,0.408520811611395,-0.0876418475632415,-0.869901469851634,-1.08104870912849,-0.0432041676670219,0.176808199542928,18.8,0
83845.0,-0.367781880135315,-0.819455749989656,-1.06046642981736,-0.45712483872451,-0.497029172087721,0.425937612870207,2.41469044565975,-0.252391621615825,-0.725364565911358,-0.548689149159738,0.072975348829414,0.0603542430057424,0.172677467692361,0.506680004789975,-0.106796528224131,0.594972858377908,-1.00251951422856,0.5791238037604,0.75960749825336,1.041912344079,0.298899434762415,-0.0410652454748575,0.998814701745469,-1.02643374978991,0.003013988896593,0.980500798145235,-0.310076040604877,-0.0815150827432889,499.0,0
33360.0,-0.41764272290095,-0.0503726618478657,1.55702448322302,-2.24997684588277,0.0245633565838781,0.610778416097788,-0.302090013869588,0.25654306653989,-1.17521774166295,0.0510256247696675,-0.366931610555657,-0.671506883257798,0.683095132651761,-0.550426637412432,-0.135891279171581,2.31971996770461,-1.08611740443936,0.272277463189843,0.625395670287705,0.190308526095773,0.415212492926607,1.03348677277925,-0.49702818159408,-1.34930365947596,0.284838840563179,-0.112492887922764,0.0935906196548688,0.0835891749184257,19.99,0
80995.0,-0.393639511937541,1.13655811094471,1.41297531379311,-0.0132226044712193,0.0352944765946877,-0.757840105016166,0.657852988119066,0.0261998007731822,-0.760015371835095,-0.361029862939764,1.77172972615812,0.995352028297351,0.59723774839681,-0.340165430735759,0.112419395901301,0.491488183974371,-0.202627408850551,0.216419191697254,0.117628402170755,0.154808977910103,-0.192356645267041,-0.489729745450842,-0.0108308647675805,0.500794405803288,-0.197909586314558,0.0397922266556217,0.246284627263868,0.0913374745151432,3.07,0
148030.0,0.276911440918121,1.16294448830786,-2.11357481188432,-0.402553053756842,1.14098078267418,-1.21025457860066,1.11809065580033,0.0484159317791826,-0.476431882779011,-1.06669410970746,-1.19728419813279,-0.362944806708054,-0.423106194744704,-0.395969593939804,-0.692884984956377,0.0538393293232362,0.700513052830872,0.0713571284420907,-0.251935920531222,-0.272409434287242,0.16400497812103,0.429768858198159,-0.0366293927164078,0.43291227296963,-0.256561949974765,0.531226133110503,-0.161175956543762,-0.0476756533626406,23.58,0
168491.0,1.9107586405706,-0.186110093157141,-0.350335600567079,1.56323705866492,-0.350920295569623,-0.196677473587043,-0.230519612504292,-0.0062156239380821,1.182139102247,-0.0240805658278558,-1.39126258617371,0.717177228096481,-0.158229855587237,-0.273427650424815,-1.15945786795996,-0.439445882448872,-0.0494540668792336,-0.923897119550232,0.194417428804238,-0.267389592383567,-0.520502483042876,-1.21812751390212,0.41377153743683,-0.253303836804633,-0.317115884806506,-1.09392434619815,0.0554358350229906,-0.0299530926776192,20.89,0
127711.0,1.87037157702801,-0.697486397498546,-0.021472957710777,0.19793703371734,-0.880281440310923,0.0975296662629816,-0.945303246702448,0.195889589185427,1.11458363283154,0.120167462469254,0.610339831671888,1.04523233860553,0.351452030204488,-0.170234257537345,0.121779274567311,0.891282970957524,-0.956278153665898,0.522211088499538,0.0161270606043751,-0.0722895367675807,0.0952385564649434,0.326625143741882,0.237652242850841,-0.36134445653687,-0.608047584517746,0.482726185980737,-0.0192796208145895,-0.0446800854839283,47.85,0
78019.0,1.20340219803194,-0.469132774641042,0.910321088510194,-0.83226195033663,-1.23696012075148,-0.521801488451835,-0.74098279147491,0.168772487490542,1.70781460764594,-0.882663764216664,1.0937502077244,0.916413265587538,-1.08914507484939,0.239495252642719,0.677627348352439,-0.200169105848197,-0.341409519127755,0.802128712751255,0.852941583580865,-0.17634420682907,0.0281158561489365,0.247383214702418,-0.036844785021676,0.326961103053663,0.437796631476288,-0.700655740773943,0.0835259739592073,0.0230225708595462,1.0,0
74236.0,-0.52146617947555,1.09530815381009,1.09430052858712,0.302915735625315,0.168228222842009,-0.198761155580161,0.945919973864311,-0.106230839089413,-0.71855963473749,-0.063638564257475,0.91602972365899,0.556162734117236,0.118936087499489,0.333103684860615,0.0309469690740171,0.237105844370893,-0.815802722847454,0.576599927443943,0.184251681791378,-0.106540591585444,0.155251428693337,0.363070674846471,-0.271505479673161,0.0155502875756073,0.252321396317418,-0.390679840334688,-0.210231737248923,-0.0001814598516403,50.0,0
